NacidoProvincia;Sexo;EstadoCivil;CantHijos;DomicilioPartido;DomicilioProvincia;ComisariaJurisdiccional;Departamental;PoseeLicenciaConducir;TituloSecundario;TipoOtroEstudio;ConoceComputacion;ConoceIngles;ConoceOtros;Edad
BUENOS AIRES;F;Soltera/o;0;FLORENCIO VARELA;BUENOS AIRES;CRIA.FLORENCIO VARELA 1RA;JEF.DEP.DE SEG.QUILMES;SI;ORIENTADA A LA ESPECIALIDAD CIENCIAS SOCIALES R.M Nº302/12;No posee;SI;SI;NO;19
ARGENTINA;F;Soltera/o;1;BAHIA BLANCA;BUENOS AIRES;CRIA.BAHIA BLANCA 2DA;JEF.DEP.DE SEG.BAHIA BLANCA;NO;BACHILLERATO;No posee;NO;NO;NO;25
BUENOS AIRES;F;Soltera/o;0;LA MATANZA;BUENOS AIRES;CRIA.LA MATANZA OESTE 1RA;JEF.DEP.DE SEG.LA MATANZA;NO;SECUNDARIO INCOMPLETO;No posee;NO;NO;NO;20
BUENOS AIRES;M;Soltera/o;0;MERLO;BUENOS AIRES;CRIA.MERLO 1RA;JEF.DEP.DE SEG.MERLO;NO;ECONOMÍA  Y ADMINISTRACIÓN;No posee;NO;NO;NO;21
BUENOS AIRES;M;Soltera/o;0;MALVINAS ARGENTINAS;BUENOS AIRES;CRIA.JOSE C.PAZ 1RA;JEF.DEP.DE SEG.PILAR;SI;BACHILLER EN ECONOMÍA Y ADMINISTRACIÓN;No posee;SI;SI;NO;25
BUENOS AIRES;F;Soltera/o;1;MERLO;BUENOS AIRES;CRIA.MERLO 1RA;JEF.DEP.DE SEG.MERLO;NO;INSTRUCTORA DE TAEKWONDO;No posee;NO;NO;NO;23
BUENOS AIRES;F;Soltera/o;1;JOSE C.PAZ;BUENOS AIRES;CRIA.JOSE C.PAZ 2DA;JEF.DEP.DE SEG.PILAR;NO;BACHILLER DE ECONOMIA Y ADMINISTRACIÓN;No posee;SI;NO;NO;23
BUENOS AIRES;M;Soltera/o;0;SAAVEDRA;BUENOS AIRES;CRIA.SAAVEDRA 2DA;JEF.DEP.DE SEG.CNEL.SUAREZ;SI;BACHILLER;No posee;SI;NO;NO;19
BUENOS AIRES;F;Soltera/o;1;COLON;BUENOS AIRES;EST.POL.COM.COLON;JEF.DEP.DE SEG.PERGAMINO;SI;BACHILLER EN COMUNICACION;No posee;SI;SI;NO;24
BUENOS AIRES;M;Concubinato;2;BRAGADO;BUENOS AIRES;EST.POL.COM.BRAGADO;JEF.DEP.DE SEG.PEHUAJO;SI;BACHILLER AGRARIO;No posee;SI;NO;NO;25
BUENOS AIRES;M;Soltera/o;0;BERAZATEGUI;BUENOS AIRES;CRIA.BERAZATEGUI 4TA;JEF.DEP.DE SEG.QUILMES;NO;CIENCIAS NATURALES;No posee;SI;SI;SI;25
BUENOS AIRES;F;Soltera/o;0;MERLO;BUENOS AIRES;SUBCRIA.20 DE JUNIO;JEF.DEP.DE SEG.LA MATANZA;NO;CIENCIAS NATURALES;No posee;NO;NO;NO;20
BUENOS AIRES;F;Soltera/o;0;LA PLATA;BUENOS AIRES;SUBCRIA.LA UNION;JEF.DEP.DE SEG.LA PLATA;SI;BACHILLERATO DE ADULTOS CON ORIENTACION EN TECNOLIGIA;No posee;NO;NO;NO;20
BUENOS AIRES;M;Soltera/o;0;BERAZATEGUI;BUENOS AIRES;CRIA.QUILMES 1RA;JEF.DEP.DE SEG.QUILMES;NO;GESTIÓN Y ADMINISTRACIÓN DE EMPRESAS;No posee;NO;NO;NO;25
BUENOS AIRES;M;Soltera/o;0;ESTEBAN ECHEVERRIA;BUENOS AIRES;CRIA.LA MATANZA NOROESTE 4TA;JEF.DEP.DE SEG.LA MATANZA;SI;2013;No posee;NO;NO;NO;24
BUENO AIRES;M;Soltera/o;0;GENERAL SAN MARTIN;BUENOS AIRES;CRIA.SAN MARTIN 1RA;JEF.DEP.DE SEG.SAN MARTIN;SI;BACHILLER CON ORIENTACIÓN DOCENTE CS. NAT. Y EXACTAS;No posee;SI;SI;NO;19
SAN JUSTO, LA MATANZA;F;Soltera/o;0;LA MATANZA;BUENOS AIRES;CRIA.LA MATANZA OESTE 1RA;JEF.DEP.DE SEG.LA MATANZA;NO;CURSANDO;No posee;SI;NO;NO;19
BUENOS AIRES;F;Soltera/o;1;MERCEDES;BUENOS AIRES;EST.POL.COM.MERCEDES;JEF.DEP.DE SEG.MERCEDES;NO;BACHILLER CON ORIENTACIÓN  EN BIENES Y SERVICIOS;Posgrado Completo;SI;NO;NO;24
BUENOS AIRES;M;Soltera/o;0;CONCORDIA;ENTRE RÍOS;CRIA.LA PLATA 14TA;JEF.DEP.DE SEG.LA PLATA;SI;MAESTRO MAYOR DE OBRAS;Universitario Incompleto;SI;SI;NO;24
BUENOS AIRES;F;Soltera/o;0;BALCARCE;BUENOS AIRES;CRIA.SAN NICOLAS 1RA;JEF.DEP.DE SEG.SAN NICOLAS;NO;SECUNDARIO COMPLETO;No posee;NO;NO;NO;18
BUENOS AIRES;F;Soltera/o;0;ALMIRANTE BROWN;BUENOS AIRES;CRIA.ALMIRANTE BROWN 8VA;JEF.DEP.DE SEG.ALTE.BROWN;NO;BACHILLER EN ECONOMÍA Y ADMINISTRACIÓN;No posee;SI;SI;NO;21
PILAR;F;Concubinato;1;MALVINAS ARGENTINAS;BUENOS AIRES;CRIA.PILAR 1RA;JEF.DEP.DE SEG.PILAR;SI;CIENCIAS SOCIALES;No posee;SI;NO;NO;25
BUENOS AIRED;M;Soltera/o;0;LA PLATA;BUENOS AIRES;CRIA.LA PLATA 4TA;JEF.DEP.DE SEG.LA PLATA;NO;PRODUCCION Y SERVICIO;No posee;NO;NO;NO;22
BUENOS AIRES;F;Soltera/o;0;SAN MIGUEL;BUENOS AIRES;CRIA.SAN MIGUEL 3RA;JEF.DEP.DE SEG.PILAR;NO;ECONOMIA Y ADMINISTRACION;No posee;NO;NO;NO;21
BUENOS AIRES;M;Casada/o;0;MORON;BUENOS AIRES;CRIA.MORON 1RA;JEF.DEP.DE SEG.MORON;NO;SECUNDARIO;No posee;SI;NO;NO;20
BUENOS AIRES;F;Soltera/o;0;BRAGADO;BUENOS AIRES;EST.POL.COM.BRAGADO;JEF.DEP.DE SEG.PEHUAJO;SI;BACHILLER MODALIDAD CIENCIAS NATURALES;Terciario Completo;SI;NO;NO;25
BUENOS AIRES;F;Soltera/o;1;GONZALES CHAVEZ;BUENOS AIRES;EST.POL.COM.GONZALEZ CHAVES;JEF.DEP.DE SEG.TRES ARROYOS;NO;SECUNDARIO;No posee;NO;NO;NO;21
BUENOS AIRES;M;Soltera/o;0;BERAZATEGUI;BUENOS AIRES;CRIA.QUILMES 1RA;JEF.DEP.DE SEG.QUILMES;NO;BACHILLER;No posee;SI;NO;NO;24
BUENOS AIRES;M;Soltera/o;0;MORON;BUENOS AIRES;CRIA.MORON 1RA;JEF.DEP.DE SEG.MORON;NO;SECUNDARIO COMPLETO (CIENCIAS SOCIALES);No posee;SI;NO;NO;24
BUENOS AIRES;F;Concubinato;2;MALVINAS ARGENTINAS;BUENOS AIRES;CRIA.MALVINAS ARGENTINAS 1RA;JEF.DEP.DE SEG.PILAR;NO;BACHILLER EN CIENCIAS SOCIALES;No posee;SI;SI;NO;23
BUENOS AIRES;F;Soltera/o;0;LA PLATA;BUENOS AIRES;CRIA.LA PLATA 1RA;JEF.DEP.DE SEG.LA PLATA;NO;SECUNDARIA COMPLETO;No posee;NO;NO;NO;23
BUENOS AIRES;M;Soltera/o;0;E.DE LA CRUZ;BUENOS AIRES;SUBESTACION LOS CARDALES;JEF.DEP.DE SEG.E.DE LA CRUZ;SI;BACHILLER EN EDUCACIÓN FÍSICA;No posee;SI;SI;SI;19
BUENOS AIRES;F;Soltera/o;0;JUNIN;BUENOS AIRES;CRIA.JUNIN 2DA;JEF.DEP.DE SEG.JUNIN;NO;SECUNDARIO;No posee;SI;NO;NO;19
SANTIAGO DEL ESTERO;F;Soltera/o;0;ESTEBAN ECHEVERRIA;BUENOS AIRES;CRIA.25 DE MAYO 1RA;JEF.DEP.DE SEG.25 DE MAYO;NO;PRODUCCIÓN DE BIENES Y SERVICIOS C\ TPP EN PRODUCCIÓN AGROPECUARIA;No posee;SI;NO;NO;21
BUENOS AIRES;F;Soltera/o;2;FLORENCIO VARELA;BUENOS AIRES;CRIA.FLORENCIO VARELA 2DA;JEF.DEP.DE SEG.QUILMES;NO;BACHILLER EN CIENCIAS SOCIALES;No posee;SI;SI;SI;23
MISIONES;M;Soltera/o;0;GUARANI;MISIONES;CRIA.LANUS 1RA;JEF.DEP.DE SEG.LANUS;SI;HUMANIDADES Y CIENCIAS SOCIALES;No posee;NO;NO;SI;21
BUENOS AIRES;F;Soltera/o;0;TRENQUE LAUQUEN;BUENOS AIRES;CRIA.TRENQUE LAUQUEN;JEF.DEP.DE SEG.TRENQUE LAUQ.;NO;BACHILLER EN ECONOMIA Y ADMINISTRACION;No posee;SI;SI;SI;21
BUENOS AIRES;M;Soltera/o;0;MORON;BUENOS AIRES;CRIA.MORON 1RA;JEF.DEP.DE SEG.MORON;SI;BACHILLER EN CIENCIAS ECONOMICAS;No posee;SI;SI;NO;19
MISIONES;F;Soltera/o;0;CAINGUAS;MISIONES;CRIA.LANUS 1RA;JEF.DEP.DE SEG.LANUS;NO;HUMANIDADES Y CIENCIAS SOCIALES;No posee;NO;NO;SI;22
BUENOS AIRES;F;Soltera/o;1;LA MATANZA;BUENOS AIRES;CRIA.LA MATANZA OESTE 4TA;JEF.DEP.DE SEG.LA MATANZA;NO;BACHILLERATO EN CIENCIAS SOCIALES;No posee;NO;NO;NO;20
25 DE MAYO;M;Soltera/o;0;25 DE MAYO;BUENOS AIRES;CRIA.25 DE MAYO 1RA;JEF.DEP.DE SEG.25 DE MAYO;SI;BACHILLER MODALIDAD PRODUCCIÓN DE BIENES Y SERVICIOS;No posee;SI;SI;NO;25
BUENOS AIRES;F;Soltera/o;1;BERAZATEGUI;BUENOS AIRES;CRIA.BERAZATEGUI 4TA;JEF.DEP.DE SEG.QUILMES;NO;BACHILLER EN CIENCIAS NATURALES;No posee;NO;NO;NO;23
BUENOS AIRES;F;Soltera/o;0;LANUS;BUENOS AIRES;CRIA.LANUS 8VA;JEF.DEP.DE SEG.LANUS;NO;BACHILLER CON ORIENTACIÓN EN CIENCIAS SOCIALES ESPECIALIZADO EN GESTIÓN DE POLÍTICAS PUBLICAS;Universitario Incompleto;SI;NO;NO;25
BUENOS AIRES;M;Soltera/o;1;SAN NICOLAS;BUENOS AIRES;CRIA.SAN NICOLAS 1RA;JEF.DEP.DE SEG.SAN NICOLAS;SI;BACHILLER EN ECONOMIA Y ADMINISTRACIÓN;No posee;NO;NO;NO;24
BUENOS AIRES;F;Concubinato;0;GENERAL ALVARADO;BUENOS AIRES;EST.POL.COM.MIRAMAR;JEF.DEP.DE SEG.MAR DEL PLATA;NO;BACHILLER EN CS SOCIALES;No posee;SI;SI;SI;23
BUENOS AIRES;F;Soltera/o;0;GONZALES CHAVEZ;BUENOS AIRES;EST.POL.COM.GONZALEZ CHAVES;JEF.DEP.DE SEG.TRES ARROYOS;SI;BACHILLERATO EN CIENCIAS SOCIALES;No posee;NO;NO;NO;20
BUENOS AIRES;M;Soltera/o;2;FLORENCIO VARELA;BUENOS AIRES;CRIA.FLORENCIO VARELA 1RA;JEF.DEP.DE SEG.QUILMES;SI;BACHILLER EN EDUCACION FISICA;No posee;NO;NO;NO;22
BUENOS AIRES;M;Soltera/o;0;LOBOS;BUENOS AIRES;CRIA.SAN VICENTE 1RA;JEF.DEP.DE SEG.SAN VICENTE;SI;BACHILLER EN ECONOMÍA Y ADMINISTRACIÓN;No posee;SI;SI;SI;19
BUENOS AIRES;F;Soltera/o;1;LOBERIA;BUENOS AIRES;EST.POL.COM.LOBERIA;JEF.DEP.DE SEG.NECOCHEA;NO;BACHILLER CON ORIENTACION EN CONTROL Y GESTION;No posee;NO;NO;NO;22
BUENOS AIRES;M;Soltera/o;1;MERLO;BUENOS AIRES;SUBCRIA.BARRIO MATERA;JEF.DEP.DE SEG.MERLO;SI;BACHILLER;No posee;SI;NO;NO;24
BUENOS AIRES;M;Soltera/o;0;CORONEL PRINGLES;BUENOS AIRES;EST.POL.COM.CORONEL PRINGLES;JEF.DEP.DE SEG.CNEL.SUAREZ;SI;BACHILLER EN ECONOMÍA Y GESTIÓN;No posee;SI;SI;NO;19
BUENOS AIRES;F;Soltera/o;1;DOLORES;BUENOS AIRES;CRIA.DOLORES;JEF.DEP.DE SEG.DOLORES;NO;SECUNDARIO;No posee;SI;NO;NO;20
FORMOSA;F;Soltera/o;0;MARCOS PAZ;BUENOS AIRES;EST.POL.COM.MARCOS PAZ;JEF.DEP.DE SEG.MERLO;NO;BACHILLERATO EN CIENCIAS SOCIALES;No posee;NO;NO;NO;23
BUENOS AIRES;F;Soltera/o;0;MERLO;BUENOS AIRES;CRIA.MERLO 1RA;JEF.DEP.DE SEG.MERLO;NO;BACHILLER;No posee;SI;NO;SI;25
BUENOS AIRES;F;Soltera/o;0;LA PLATA;BUENOS AIRES;CRIA.LA PLATA 6TA;JEF.DEP.DE SEG.LA PLATA;NO;BACHILLERATO CIENCIAS SOCIALES;No posee;NO;NO;NO;22
BUENOS AIRES;F;Soltera/o;1;FLORENCIO VARELA;BUENOS AIRES;CRIA.ALMIRANTE BROWN 2DA;JEF.DEP.DE SEG.ALTE.BROWN;NO;BACHILLER CON EN GESTIÓN Y ADMINISTRACIÓN ESPECIALIZADA EN MICROEMPRENDIMIENTOS QUE SE CORRESPONDE;No posee;NO;NO;NO;24
BUENOS AIRES;F;Soltera/o;2;LOMAS DE ZAMORA;BUENOS AIRES;CRIA.LOMAS DE ZAMORA 7MA;JEF.DEP.DE SEG.LANUS;NO;BACHILLER;Terciario Incompleto;SI;NO;NO;23
BS.AS;F;Soltera/o;0;PUNTA INDIO;BUENOS AIRES;CRIA.LA PLATA 5TA;JEF.DEP.DE SEG.LA PLATA;SI;COMUNICACION;No posee;NO;NO;NO;20
BUENOS AIRES;F;Soltera/o;0;OLAVARRIA;BUENOS AIRES;CRIA.OLAVARRIA 1RA;JEF.DEP.DE SEG.AZUL;SI;BACHILLERATO EN CIENCIAS SOCIALES;No posee;SI;SI;NO;19
MISIONES;F;Soltera/o;0;BAHIA BLANCA;BUENOS AIRES;CRIA.BAHIA BLANCA 4TA;JEF.DEP.DE SEG.BAHIA BLANCA;SI;CIENCIAS SOCIALES Y HUMANIDADES;No posee;NO;SI;NO;21
BUENOS AIRES;F;Soltera/o;0;LA MATANZA;BUENOS AIRES;CRIA.LA MATANZA SUR 2DA;JEF.DEP.DE SEG.LA MATANZA;NO;BACHILLER EN ECONOMÍA Y ADMINISTRACIÓN;No posee;NO;NO;NO;22
BUENOS AIRES;M;Soltera/o;0;LA MATANZA;BUENOS AIRES;CRIA.LA MATANZA NOROESTE 5TA;JEF.DEP.DE SEG.LA MATANZA;NO;SECUNDARIO;No posee;SI;SI;NO;25
BUENOS AIRES;F;Soltera/o;1;BERAZATEGUI;BUENOS AIRES;CRIA.BERAZATEGUI 2DA;JEF.DEP.DE SEG.QUILMES;NO;CIENCIAS SOCIALES;No posee;NO;NO;NO;21
BUENOS AIRES;M;Soltera/o;0;ALMIRANTE BROWN;BUENOS AIRES;CRIA.ALMIRANTE BROWN 8VA;JEF.DEP.DE SEG.ALTE.BROWN;NO;COMUNICACION;No posee;NO;NO;SI;21
BUENOS AIRES;M;Soltera/o;0;MERLO;BUENOS AIRES;CRIA.MERLO 1RA;JEF.DEP.DE SEG.MERLO;NO;NATURALES;No posee;NO;NO;NO;19
BUENOS AIRES;M;Soltera/o;0;FLORENCIO VARELA;BUENOS AIRES;CRIA.FLORENCIO VARELA 1RA;JEF.DEP.DE SEG.QUILMES;NO;BACHILLER;No posee;NO;NO;NO;22
CORRIENTES;M;Soltera/o;0;BERAZATEGUI;BUENOS AIRES;CRIA.BERAZATEGUI 1RA;JEF.DEP.DE SEG.QUILMES;NO;PRIMARIO Y SECUNDARIO ESRA EN CURSO;No posee;SI;SI;NO;20
GONZÁLEZ CATÁN;M;Soltera/o;1;LA MATANZA;BUENOS AIRES;CRIA.LA MATANZA OESTE 1RA;JEF.DEP.DE SEG.LA MATANZA;NO;BACHILLER CON ORIENTACIÓN EN CIENCIAS SOCIALES;No posee;NO;NO;NO;19
BUENOS AIRES;M;Soltera/o;0;PILAR;BUENOS AIRES;CRIA.PILAR 1RA;JEF.DEP.DE SEG.PILAR;NO;BACHILLERATO EN CIENCIAS NATURALES;No posee;SI;SI;NO;23
BUENOS AIRES;M;Soltera/o;0;NECOCHEA;BUENOS AIRES;CRIA.NECOCHEA 1RA;JEF.DEP.DE SEG.NECOCHEA;SI;BACHILLER EN ADMINISTRACION;No posee;NO;NO;NO;22
CHACO;M;Soltera/o;0;MALVINAS ARGENTINAS;BUENOS AIRES;CRIA.MALVINAS ARGENTINAS 1RA;JEF.DEP.DE SEG.PILAR;NO;EDUCACIÓN POLIMODAL MODALIDAD HUMANIDADES Y CIENCIAS SOCIALES;No posee;SI;NO;SI;25
SANTA FE;F;Soltera/o;0;GENERAL VILLEGAS;BUENOS AIRES;EST.POL.COM.GRAL.VILLEGAS;JEF.DEP.DE SEG.TRENQUE LAUQ.;NO;BACHILLER;Terciario Incompleto;NO;NO;NO;25
BUENOS AIRES;F;Soltera/o;0;MAR CHIQUITA;BUENOS AIRES;CRIA.MAR DEL PLATA 1RA;JEF.DEP.DE SEG.MAR DEL PLATA;NO;BACHILLERATO EN ECONIMIA Y GESTION;No posee;SI;SI;NO;21
BUENOS AIRES;M;Soltera/o;0;LA PLATA;BUENOS AIRES;CRIA.LA PLATA 3RA;JEF.DEP.DE SEG.LA PLATA;SI;BACHILLER EN ECONOMIA Y GESTION;No posee;SI;NO;NO;25
BRAGADO - BRAGADO;F;Soltera/o;0;BRAGADO;BUENOS AIRES;EST.POL.COM.BRAGADO;JEF.DEP.DE SEG.PEHUAJO;NO;BACHILLER EN CIENCIAS SOCIALES;No posee;NO;NO;NO;20
BUENOS AIRES;M;Soltera/o;0;BERAZATEGUI;BUENOS AIRES;CRIA.BERAZATEGUI 3RA;JEF.DEP.DE SEG.QUILMES;NO;TÉCNICO ELECTROMECÁNICO;No posee;NO;SI;SI;20
BUENOS AIRES;F;Soltera/o;1;QUILMES;BUENOS AIRES;CRIA.QUILMES 4TA;JEF.DEP.DE SEG.QUILMES;NO;BACHILLERATO EN ECONOMÍA Y GESTIÓN DE LAS ORGANIZACIONES;No posee;NO;NO;NO;25
BUENOS AIRES;F;Soltera/o;0;LA MATANZA;BUENOS AIRES;CRIA.LA MATANZA OESTE 1RA;JEF.DEP.DE SEG.LA MATANZA;NO;CIENSIAS SOCIALES Y CULTURA;No posee;SI;SI;NO;24
BUENOS AIRES;M;Soltera/o;0;BERISSO;BUENOS AIRES;CRIA.BERISSO 3RA;JEF.DEP.DE SEG.LA PLATA;SI;BACHILLER CON ORIENTACIÓN EN HUMANIDADES Y CIENCIAS SOCIALES ESPECIALIZADO EN SEGURIDAD PÚBLICA;No posee;NO;NO;NO;23
CHACO;F;Divorciada/o;0;CAPITAL FEDERAL;CIUDAD AUTÓNOMA DE BUENOS AIRES;EST.POL.COM.CORONEL SUAREZ;JEF.DEP.DE SEG.CNEL.SUAREZ;SI;BACHILLER;No posee;SI;NO;NO;25
BUENOS AIRES;F;Soltera/o;0;LA MATANZA;BUENOS AIRES;CRIA.LA MATANZA NORESTE 4TA;JEF.DEP.DE SEG.LA MATANZA;NO;BACHILLER EN COMUNICACIÓN;No posee;NO;NO;NO;20
BUENOS AIRES;F;Soltera/o;1;PILAR;BUENOS AIRES;CRIA.PILAR 1RA;JEF.DEP.DE SEG.PILAR;NO;BACHILLER CON ORIENTACION ECONOMIA Y ADMINISTRACION;No posee;SI;NO;NO;24
BUENOS AIRES;F;Soltera/o;0;ALMIRANTE BROWN;BUENOS AIRES;CRIA.ALMIRANTE BROWN 7MA;JEF.DEP.DE SEG.ALTE.BROWN;NO;BACHILLER EN CIENCIAS SOCIALES;No posee;SI;NO;NO;24
BUENOS AIRES;M;Soltera/o;0;LOBERIA;BUENOS AIRES;EST.POL.COM.LOBERIA;JEF.DEP.DE SEG.NECOCHEA;NO;BACHILLERATO EN COMUNICACION;No posee;NO;NO;NO;21
BUENOS AIRES;M;Soltera/o;0;LA MATANZA;BUENOS AIRES;CRIA.LA MATANZA OESTE 4TA;JEF.DEP.DE SEG.LA MATANZA;NO;BACHILLER EN CIENCIAS SOCIALES;No posee;NO;NO;NO;18
BUENOS AIRES;M;Soltera/o;0;LA MATANZA;BUENOS AIRES;CRIA.LA MATANZA SUR 1RA;JEF.DEP.DE SEG.LA MATANZA;NO;BACHILLER EN CIENCIAS NATURALES;No posee;NO;NO;NO;20
BUENOS AIRES;F;Soltera/o;0;AZUL;BUENOS AIRES;CRIA.AZUL 1RA;JEF.DEP.DE SEG.AZUL;SI;BACHILLER EN ARTES VISUALES;No posee;NO;NO;NO;24
BUENOS AIRES;F;Casada/o;0;MERCEDES;BUENOS AIRES;EST.POL.COM.MERCEDES;JEF.DEP.DE SEG.MERCEDES;NO;BACHILLER EN ECONOMIA;Terciario Completo;SI;SI;NO;24
BUENOS AIRES;F;Soltera/o;0;BERAZATEGUI;BUENOS AIRES;CRIA.BERAZATEGUI 1RA;JEF.DEP.DE SEG.QUILMES;NO;BACHILLER EN ECONOMÍA Y ADMINISTRACIÓN;No posee;NO;NO;NO;20
LIMA;M;Soltera/o;0;LA PLATA;BUENOS AIRES;CRIA.LA PLATA 4TA;JEF.DEP.DE SEG.LA PLATA;SI;BACHILLER EN HUMANIDADES;Universitario Incompleto;SI;SI;NO;25
BUENOS AIRES;M;Soltera/o;0;LAS FLORES;BUENOS AIRES;EST.POL.COM.LAS FLORES;JEF.DEP.DE SEG.AZUL;NO;SECUNDARIO COMPLETO;No posee;NO;NO;NO;20
MISIONES;F;Soltera/o;0;LANUS;BUENOS AIRES;CRIA.LANUS 4TA;JEF.DEP.DE SEG.LANUS;NO;BACHILLER EN CIENCIAS SOCIALES;No posee;NO;NO;NO;20
ARGENTINA;F;Soltera/o;1;COLON;BUENOS AIRES;EST.POL.COM.COLON;JEF.DEP.DE SEG.PERGAMINO;NO;BACHILLER EN CIENCIAS SOCIALES;Terciario Completo;NO;NO;NO;24
BUENOS AIRES;F;Soltera/o;0;LOMAS DE ZAMORA;BUENOS AIRES;CRIA.ALMIRANTE BROWN 1RA;JEF.DEP.DE SEG.ALTE.BROWN;NO;BACHILLERATO;Posgrado Completo;SI;NO;SI;25
BUENOS AIRES;M;Soltera/o;0;HURLINGHAM;BUENOS AIRES;CRIA.HURLINGHAM 2DA;JEF.DEP.DE SEG.MORON;SI;BACHILLERE;No posee;NO;NO;NO;23
BUENOS AIRES;F;Soltera/o;0;LAS FLORES;BUENOS AIRES;EST.POL.COM.LAS FLORES;JEF.DEP.DE SEG.AZUL;NO;SECUNDARIO COMPLETO;No posee;NO;NO;NO;19
BUENOS AIRES;M;Soltera/o;0;LA MATANZA;BUENOS AIRES;CRIA.LA MATANZA OESTE 1RA;JEF.DEP.DE SEG.LA MATANZA;SI;BACHILLER EN ECONOCMIA Y GESTION;No posee;SI;NO;NO;22
BUENOS AIRES;F;Soltera/o;1;LAS FLORES;BUENOS AIRES;EST.POL.COM.LAS FLORES;JEF.DEP.DE SEG.AZUL;NO;BALLICHERATO EN ADMINISTRACIÓN;No posee;SI;NO;NO;22
BUENOS AIRES;M;Soltera/o;0;CORONEL ROSALES;BUENOS AIRES;EST.POL.COM.PUNTA ALTA;JEF.DEP.DE SEG.BAHIA BLANCA;NO;BACHILLER;No posee;NO;NO;NO;19
BUENOS AIRES;F;Soltera/o;0;CORONEL BRANDSEN;BUENOS AIRES;CRIA.LA PLATA 1RA;JEF.DEP.DE SEG.LA PLATA;NO;BACHILLERATO EN ARTE-LITERATURA;No posee;NO;NO;NO;19
BUENOS AIRES;F;Soltera/o;0;LA MATANZA;BUENOS AIRES;CRIA.LA MATANZA SUR 1RA;JEF.DEP.DE SEG.LA MATANZA;NO;SECUNDARIO;No posee;SI;NO;NO;21
BUENOS AIRES;F;Soltera/o;0;DOLORES;BUENOS AIRES;CRIA.DOLORES;JEF.DEP.DE SEG.DOLORES;NO;SECUNDARIO;No posee;SI;NO;NO;19
BUENOS AIRES;F;Soltera/o;1;SUIPACHA;BUENOS AIRES;EST.POL.COM.SUIPACHA;JEF.DEP.DE SEG.MERCEDES;SI;SECUNDARIO;No posee;SI;SI;NO;22
BUENOS AIRES;M;Soltera/o;0;LA PLATA;BUENOS AIRES;CRIA.LA PLATA 4TA;JEF.DEP.DE SEG.LA PLATA;SI;BACHILLER;No posee;SI;SI;SI;18
BUENOS AIRES;F;Soltera/o;2;AZUL;BUENOS AIRES;CRIA.AZUL 1RA;JEF.DEP.DE SEG.AZUL;NO;BACHILLER EN GESTIÓN Y ADMINISTRACIÓN;Terciario Incompleto;SI;SI;NO;24
BUENOS AIRES;F;Soltera/o;1;AZUL;BUENOS AIRES;CRIA.AZUL 1RA;JEF.DEP.DE SEG.AZUL;NO;BACHILLER EN EDUCACIÓN FÍSICA;No posee;SI;NO;NO;21
BUENOS AIRES;M;Soltera/o;0;AZUL;BUENOS AIRES;CRIA.AZUL 1RA;JEF.DEP.DE SEG.AZUL;SI;TÍTULO SECUNDARIO;No posee;NO;NO;NO;21
BUENOS AIRES;F;Soltera/o;0;SAN NICOLAS;BUENOS AIRES;CRIA.SAN NICOLAS 1RA;JEF.DEP.DE SEG.SAN NICOLAS;SI;BACHILLER EN CIENCIAS SOCIALES CON ORIENTACIÓN ECONÓMICA;Universitario Incompleto;NO;NO;NO;19
BUENOS AIRES;F;Soltera/o;1;LA MATANZA;BUENOS AIRES;CRIA.LA MATANZA SUR 1RA;JEF.DEP.DE SEG.LA MATANZA;NO;BACHILLER EN CIENCIA SOCIALES;Terciario Completo;SI;SI;NO;25
BUENOS AIRES;F;Soltera/o;1;FLORENCIO VARELA;BUENOS AIRES;CRIA.FLORENCIO VARELA 6TA;JEF.DEP.DE SEG.QUILMES;NO;BACHILLER EN CIENCIASSOCIALES;No posee;NO;NO;NO;23
BUENOS AIRES;F;Soltera/o;1;FLORENCIO VARELA;BUENOS AIRES;CRIA.QUILMES 1RA;JEF.DEP.DE SEG.QUILMES;NO;BACHILLERATO DE RECURSOS NATURALES, SALUD Y AMBIENTE;No posee;SI;SI;NO;22
BUENOS AIRES;M;Soltera/o;0;SAN NICOLAS;BUENOS AIRES;CRIA.SAN NICOLAS 1RA;JEF.DEP.DE SEG.SAN NICOLAS;SI;BACHILLER EN ECONOMIA Y ADMINISTRACION;No posee;SI;NO;NO;20
BUENOS AIRES;M;Soltera/o;0;MAR CHIQUITA;BUENOS AIRES;CRIA.MAR DEL PLATA 1RA;JEF.DEP.DE SEG.MAR DEL PLATA;SI;TÉCNICO EN PRODUCCIÓN AGROPECUARIA CON ORIENTACIÓN EN AGRO-ALIMENTOS;No posee;NO;NO;NO;21
BUENOS AIRES;M;Soltera/o;1;FLORENCIO VARELA;BUENOS AIRES;CRIA.FLORENCIO VARELA 1RA;JEF.DEP.DE SEG.QUILMES;NO;BACHILLER DE ADULTOS CON ORIENTACION EN ECONOMIA Y MICROEMPRENDIMIENTOS;No posee;NO;NO;NO;22
BUENOS AIRES;F;Soltera/o;2;LA MATANZA;BUENOS AIRES;CRIA.LA MATANZA SUR 1RA;JEF.DEP.DE SEG.LA MATANZA;NO;BACHILLERATO;No posee;SI;SI;NO;24
